seed,split,fold,n_train,n_valid,n_test,test_pos_rate,acc,auroc,aupr,f1,val_acc,val_auroc,val_aupr,val_f1,test_categories
46,disease_area,0,7325,1039,1089,0.4637281910009183,0.7988980716253443,0.9167062254170624,0.8901802868087307,0.7574750830564784,0.8565928777670837,0.9537292305868054,0.953867441651155,0.8426610348468849,C09|C12|F03
46,disease_area,1,7416,1029,1008,0.621031746031746,0.8075396825396826,0.9302644564508304,0.9493123650232447,0.8270944741532976,0.7288629737609329,0.8677350686342838,0.865052880478481,0.6193724420190996,C14
46,disease_area,2,6938,1437,1078,0.6567717996289425,0.7773654916512059,0.9215185524507559,0.9576915651230247,0.8042414355628059,0.8455114822546973,0.9506898194962634,0.9494124611220958,0.8279069767441859,C05|C08
46,disease_area,3,7068,1131,1254,0.5382775119617225,0.8141945773524721,0.941692573402418,0.9471495598453066,0.8066390041493776,0.7453580901856764,0.892955896152643,0.8843517211908484,0.6849015317286653,C01|C11|C17
46,disease_area,4,7272,503,1678,0.4934445768772348,0.8122765196662693,0.9349744245524296,0.9368878647015343,0.7745168217609163,0.831013916500994,0.9568627450980393,0.9785123624200756,0.86697965571205,A10|C11|C15|C18|F01
46,disease_area,5,7111,1389,953,0.546694648478489,0.8604407135362014,0.9501937157887254,0.9585780227551697,0.8638689866939612,0.8840892728581713,0.9673006199432593,0.9593391264672941,0.8568888888888889,C17|C19
46,disease_area,6,7075,583,1795,0.4935933147632312,0.7314763231197772,0.8780442378323611,0.8739595695568743,0.6522366522366523,0.8662092624356775,0.9587644249900518,0.974502765953899,0.8846153846153846,C09|C10|C18
46,disease_area,7,7478,1008,967,0.4415718717683557,0.8397104446742503,0.9352502385289271,0.9170236629510325,0.8025477707006371,0.7936507936507936,0.9331540739006072,0.9510578219281944,0.8126126126126126,C07|C09|C12|F01
46,disease_area,8,7498,953,1002,0.5199600798403193,0.687624750499002,0.8400565041639897,0.8477054210946103,0.6032953105196451,0.844700944386149,0.949856046065259,0.955970137568036,0.8483606557377048,C18|F03
46,disease_area,9,7176,1182,1095,0.589041095890411,0.7890410958904109,0.9231180017226529,0.9385134756119382,0.7964757709251101,0.8544839255499154,0.9517928355335533,0.9459054488163035,0.8374291115311909,C14|C16
