seed,split,fold,n_train,n_valid,n_test,test_pos_rate,acc,auroc,aupr,f1,val_acc,val_auroc,val_aupr,val_f1,test_categories
48,disease_area,0,7432,854,1164,0.6219931271477663,0.8247422680412371,0.9321540683073833,0.9476157445789078,0.8456883509833586,0.8735362997658079,0.9507679488959866,0.9587645066637754,0.8783783783783783,C14|C20|F01
48,disease_area,1,7518,620,1312,0.5182926829268293,0.8780487804878049,0.9586490134028295,0.9604656823826433,0.875583203732504,0.7983870967741935,0.9234488485268924,0.9386199145722085,0.7899159663865548,C07|C15|C17|C25
48,disease_area,2,7288,1207,955,0.5246073298429319,0.8869109947643979,0.9616713709145586,0.9623182446445278,0.8884297520661157,0.7033968516984258,0.8761739990113693,0.8615009732711837,0.6376518218623481,C06|C11
48,disease_area,3,6987,1098,1365,0.5216117216117216,0.8256410256410256,0.9425447803568663,0.9411112195966358,0.8120063191153237,0.8479052823315119,0.9515865479789422,0.9389383426677959,0.8064889918887601,C05|C12
48,disease_area,4,6738,1668,1044,0.4875478927203065,0.7519157088122606,0.8600517782714869,0.8644711702830218,0.6758448060075093,0.8633093525179856,0.95397094779232,0.9531534345876747,0.8490066225165563,C18|C19
48,disease_area,5,7316,865,1269,0.5862884160756501,0.8447596532702916,0.9459293394777265,0.9610064282407487,0.8563092633114514,0.8647398843930636,0.9602660281405491,0.9422395715867828,0.8224582701062215,C17|C23
48,disease_area,6,7478,961,1011,0.4549950544015826,0.8625123639960435,0.9560561824350982,0.9449574604076636,0.8358913813459268,0.7117585848074922,0.8950710325710326,0.8881977843055415,0.6200274348422495,C12|C20|F01
48,disease_area,7,7145,608,1697,0.54449027695934,0.8444313494401886,0.9439231531728298,0.9439568060134038,0.8459743290548425,0.8667763157894737,0.9501261802201626,0.9532328240098193,0.8744186046511628,C07|C14|C15|C25|F01
48,disease_area,8,7160,1107,1183,0.5409974640743872,0.885883347421809,0.9656365101289135,0.9692691043807705,0.8877805486284289,0.7750677506775068,0.9201715868405054,0.9332668599062144,0.7821522309711286,C15|C17
48,disease_area,9,7346,905,1199,0.6380316930775647,0.8557130942452044,0.9484925152856842,0.9662391935834216,0.8794425087108015,0.8629834254143647,0.9589813921710474,0.9396058709045549,0.8171091445427728,C05|C17|C25
