seed,split,fold,n_train,n_valid,n_test,test_pos_rate,acc,auroc,aupr,f1,val_acc,val_auroc,val_aupr,val_f1,test_categories
50,disease_area,0,7601,935,970,0.4536082474226804,0.8711340206185567,0.9633233276157804,0.9552380425250715,0.8435544430538172,0.8737967914438503,0.9589140170797519,0.9650844904230119,0.8803245436105477,C07|C11|C15
50,disease_area,1,7421,704,1381,0.5879797248370746,0.8124547429398986,0.9373782541317841,0.9501067396406662,0.822481151473612,0.8863636363636364,0.9565948056357154,0.9686978551869196,0.9022004889975549,C11|C14|C25
50,disease_area,2,7475,884,1147,0.5710549258936356,0.8273757628596339,0.9353068950536834,0.9401473611645297,0.8338926174496644,0.8959276018099548,0.9678035247206482,0.9694992537335054,0.8930232558139535,C07|C14
50,disease_area,3,7602,889,1015,0.4541871921182266,0.819704433497537,0.94298221571376,0.9317195789734419,0.7668789808917198,0.8650168728908887,0.9540889378753387,0.962369365628995,0.8739495798319328,C01|C15|F03
50,disease_area,4,7405,1125,976,0.4918032786885246,0.7069672131147541,0.8880460349462366,0.8701531264564628,0.6135135135135135,0.6808888888888889,0.8386592885375495,0.8227115089518864,0.5731272294887039,C10
50,disease_area,5,6656,976,1874,0.5490928495197439,0.7289220917822838,0.8957337795642348,0.9002132969103673,0.6936067551266586,0.7049180327868853,0.8956401209677419,0.8758031448965453,0.6043956043956044,C14|C18|C25
50,disease_area,6,7313,1009,1184,0.6368243243243243,0.8336148648648649,0.9448214175559805,0.9648803616777856,0.8567272727272727,0.7026759167492567,0.8657298555465561,0.8442974512973259,0.6073298429319371,C05|C17
50,disease_area,7,7235,1009,1262,0.5681458003169572,0.7892234548335975,0.9279746138983789,0.941339021487464,0.7861736334405144,0.8711595639246779,0.9644882230348787,0.9625789791067421,0.8558758314855877,C08|C16|C23
50,disease_area,8,7075,1143,1288,0.6001552795031055,0.8493788819875776,0.9425237694520152,0.9571987095365777,0.8656509695290859,0.8810148731408574,0.9682988420793299,0.9632474008749711,0.8603696098562629,C08|C17|C25
50,disease_area,9,7257,902,1347,0.5909428359317,0.8433556050482554,0.9439917372707458,0.9588786247937566,0.8557758031442242,0.7427937915742794,0.8918326329252695,0.8744916029434825,0.6547619047619048,C08|C20|C23|F01
